"Name","year","month","TEMP","TP","TN","SI","CHLcal","openwater","Devl","Decid","MixedEvergreen","PastureHay","CultCrops","Wetlands","Basin_Size_km2"
"Vermillion",2002,5,16.1,0.163,2.443,3.2685,60.76965,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2002,5,15.16666667,0.337666667,9.533333333,2.626,73.10598333,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2004,5,16.3,0.108,4.358,1.09,4.64392,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2004,5,14.1,0.14,1.158,2.954,18.20208,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2004,5,17,0.152,3.524,3.276,40.036,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2004,5,12.9,0.039,0.525,3.319,13.97616,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2004,5,22,0.131,2.571,3.692,7.28512,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2004,5,20.9,0.47,2.979,4.442,10.1024,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2004,5,18.2,0.1685,7.736,2.879,19.21454,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2004,5,18.1,0.249,3.056,2.467,125.96304,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2004,5,17.7,0.2565,10.864,2.0465,53.15396,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2005,5,14.7,0.25,2.719,3.474,20.8918,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2005,5,10.5,0.1195,1.1515,2.9975,6.5574,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2005,5,11.4,0.1425,6.2905,4.766,14.3043,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2005,5,13.7,0.0725,1.178,2.856,21.8931,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2005,5,20.85,0.0605,0.77,0.3745,24.7389,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2005,5,19.65,0.689,2.6605,4.442,20.1013,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2005,5,16.2,0.1645,5.8565,3.1575,40.9178,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2005,5,12.15,0.175,4.927,4.066,60.9438,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2005,5,14.05,0.189,7.543,0.9485,125.6594,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2006,5,15.76666667,0.541333333,6.430666667,2.579,20.51116,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2006,5,16.33333333,0.139666667,1.161,3.090666667,20.59189333,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2006,5,13.6,0.115,7.4375,5.7945,14.33506,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2006,5,15.25,0.089,1.0835,3.247,33.22666,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2006,5,19.2,0.177,1.512,1.7875,31.47071,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2006,5,18.9,0.4085,2.7465,4.0335,9.49106,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2006,5,17,0.680666667,9.256,3.419666667,50.46322667,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2006,5,14.35,0.097,5.3745,4.579,24.62856,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2006,5,17.16666667,0.335666667,9.477,2.776666667,84.37122667,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2007,5,16.95,0.102,5.468,1.582,7.13121,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2007,5,19.15,0.159,1.273,3.3935,10.952555,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2007,5,16.93333333,0.127333333,5.033,2.735,47.74013,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2007,5,18.83333333,0.078333333,1.249,2.713666667,17.81576667,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2007,5,24.1,0.209666667,2.076333333,3.129333333,13.10087333,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2007,5,22.23333333,0.771,4.808,3.775,16.40890333,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2007,5,17.95,0.175,9.742,3.44,20.02112,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2007,5,19.56666667,0.169333333,3.214,3.103,71.46669,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2007,5,17.95,0.1575,9.609,1.943,52.816245,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2008,5,15.2,0.323,6.3245,3.3015,8.73196,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2008,5,15.4,0.1395,1.2195,2.946,20.95459,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2008,5,15.4,0.0805,4.8595,2.2515,33.45127,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2008,5,16.1,0.0805,1.299,3.344,21.39307,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2008,5,17.55,0.255,2.006,4.63,6.64918,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2008,5,20.15,0.328,1.5715,3.162,17.99485,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2008,5,15.25,1.6875,12.201,4.0695,14.10334,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2008,5,16,0.1285,4.65,3.6405,37.06873,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2008,5,16.05,0.418,8.5815,3.3715,23.2018,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2009,5,14.95,0.09,4.322,2.181,6.3091,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2009,5,14.95,0.153,1.2765,3.307,12.2626,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2009,5,17.6,0.139,3.7655,1.7305,113.869,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2009,5,17.25,0.0855,1.161,3.008,24.3964,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2009,5,18.8,0.253,2.167,4.6955,5.8555,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2009,5,17.7,0.191,2.9355,3.524,10.2214,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2009,5,15.15,0.2195,7.3125,4.368,10.7884,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2009,5,18.55,0.14,1.899,1.857,125.2657,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2009,5,15.65,0.1785,7.553,4.438,11.5255,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2010,5,15.65,0.122,4.977,4.0395,3.50328,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2010,5,17.55,0.1405,1.1915,3.089,23.46042,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2010,5,13.5,0.069,3.407,1.7085,27.03936,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2010,5,15.6,0.072,1.2225,3.004,15.99924,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2010,5,18.5,0.1465,2.6215,4.595,5.56572,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2010,5,20.1,0.2175,1.8855,3.4665,21.57996,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2010,5,17.15,0.232,8.478,4.893,4.95912,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2010,5,15.8,0.1335,2.996,2.77,101.65116,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2010,5,16.05,0.1725,8.0295,3.6755,28.37388,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2011,5,14.36666667,0.090333333,4.441333333,3.672333333,5.0441,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2011,5,15.9,0.111,1.171333333,2.290666667,13.04311667,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2011,5,13.05,0.065,3.604,2.483,43.64805,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2011,5,12.6,0.0645,1.2165,3.233,9.888225,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2011,5,17.05,0.1625,1.995,3.624,6.012925,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2011,5,18.8,0.218,1.691,2.866,29.63735,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2011,5,16,0.152333333,8.342,4.813333333,8.869716667,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2011,5,13,0.0615,3.3615,2.5385,44.24425,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2011,5,16.03333333,0.157,8.947333333,2.718,62.77613333,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2012,5,15.7,0.0935,2.913,3.9635,6.97156,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2012,5,17.7,0.139666667,1.287666667,3.341,17.5914,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2012,5,17.86666667,0.134,5.025333333,4.028,30.73977333,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2012,5,18.36666667,0.200666667,1.223333333,3.318333333,12.53433333,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2012,5,28.8,0.062,1.208,1.4,34.96932,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2012,5,27.2,0.769,6.434,4.324,22.83236,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2012,5,17.15,0.139,7.4005,4.442,17.72932,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2012,5,18.63333333,0.131666667,4.414,4.89,28.16526667,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2012,5,16.5,0.1995,10.9405,4.6885,35.10724,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2013,5,15.5,0.0945,6.172,2.058,2.29644,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2013,5,15.9,0.213,1.3805,2.329,4.927035,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2013,5,13.85,0.1175,8.6025,5.894,12.260815,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2013,5,14.3,0.0785,1.209,3.0715,6.76048,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2013,5,20.13333333,0.283666667,2.556333333,4.317,97.21043333,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2013,5,22.3,0.227,1.461,2.374,62.87984,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2013,5,15.15,0.2775,10.8625,3.8275,10.507085,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2013,5,14.95,0.0875,3.999,3.983,28.044385,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2013,5,15.6,0.399,10.9945,3.0895,11.22452,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2014,5,15.55,0.0705,2.5175,0.532,30.25996,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2014,5,13.7,0.128,1.1825,2.153,2.64988,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2014,5,13.2,0.0835,4.1385,4.1445,8.1292,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2014,5,12.35,0.099,1.1555,2.7395,3.64612,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2014,5,21.95,0.1575,1.7995,3.931,12.46996,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2014,5,21.45,0.272,2.063,2.891,8.27152,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2014,5,15.3,0.14,8.7865,2.9355,7.84456,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2014,5,13,0.0875,4.185,4.182,7.48876,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2014,5,14.75,0.2195,9.88,3.4275,12.7546,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2015,5,18.55,0.1405,1.977,2.3545,26.0369,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2015,5,18.2,0.106,1.0745,2.635,15.68828,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2015,5,14.2,0.0605,3.8325,2.1705,26.48684,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2015,5,15.45,0.0655,1.102,2.5695,20.41265,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2015,5,22.45,0.189,2.5375,2.8625,16.06323,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2015,5,23,0.5055,4.642,3.3665,26.56183,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2015,5,18.2,1.1785,7.7175,3.4845,50.7836,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2015,5,15.95,0.0975,2.963,3.864,47.33406,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2015,5,19.4,0.666,7.318,0.657,170.99257,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2016,5,13.95,0.1135,4.2325,3.2405,2.18459,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2016,5,17.86666667,0.118666667,1.324,2.622666667,10.1879,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2016,5,16,0.086333333,6.619666667,3.113,37.56722,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2016,5,16.03333333,0.075666667,1.177,3.082333333,15.08354,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2016,5,20.26666667,0.349,3.192,3.465666667,NA,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2016,5,19.13333333,0.300666667,2.118333333,3.394,8.55602,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2016,5,14.55,0.1525,8.555,3.983,10.12746,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2016,5,17.26666667,0.088,6.865,5.204,36.53974,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2016,5,14.6,0.1455,9.095,2.6695,74.67738,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2017,5,15.7,0.123333333,5.708,3.322333333,1.813453333,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2017,5,14.43333333,0.125666667,1.214333333,2.675333333,6.50341,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2017,5,15.03333333,0.153333333,5.945333333,5.248,29.5409,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2017,5,14.33333333,0.088333333,1.081,3.022333333,7.482633333,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2017,5,18.3,0.453,2.637,2.82,2.17422,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2017,5,19.7,0.275,1.371,2.535,6.50341,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2017,5,16.36666667,0.189333333,8.979333333,3.537666667,43.35308,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2017,5,15.1,0.102,5.173,5.195333333,17.79023333,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
"Wapsipinicon",2017,5,16.46666667,0.180666667,9.374,3.637,36.08622333,0.515168759,5.316577151,2.858345549,0.931242407,5.93367192,78.50985898,4.3572309,6580.9503
"Apple",2018,5,20.23333333,0.13,1.988,1.667333333,77.5973,0.383979859,5.042414342,16.38309572,6.861635169,24.63266511,45.98081314,0.22777324,667.7694
"BlackRiver",2018,5,21.2,0.1675,1.3105,2.8235,16.75795,0.897900259,4.057105281,28.12362591,15.89915941,2.9092562,29.90882383,15.84224507,5882.5242
"Cannon",2018,5,16.96666667,0.114,5.187,5.531,17.9962,2.900545666,7.214128004,8.67044935,1.038217862,9.909496757,63.2913127,4.601004857,3809.2005
"Chippewa",2018,5,17.56666667,0.067666667,1.539666667,3.933666667,14.58413333,3.664948632,4.292182919,30.57631151,9.855514586,5.674394468,19.94555294,24.36555166,24717.3669
"Cuivre",2018,5,25.26666667,0.094666667,1.487,1.953,31.25923333,0.584736302,6.189826457,19.71411576,7.736916589,19.49081539,44.31219765,1.365540533,3192.516
"Dardenne",2018,5,24.8,0.367,2.963333333,3.479333333,25.20556667,1.521785791,47.12234385,10.80317665,10.52650783,9.882378193,15.5380983,3.743292552,419.31
"Maquotketa",2018,5,19.73333333,0.187666667,7.697,2.533,58.72086667,0.427744182,5.086396259,8.214706505,3.128923513,12.46494159,67.92617385,0.497043311,4842.918
"Vermillion",2018,5,18.86666667,0.111333333,3.775333333,4.877666667,28.0673,1.970411429,20.7456958,8.266456649,1.888464644,11.70971697,48.19168769,4.678044841,902.781
